book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1496,147915,147915,6571827,49,7119550,9780007119550.0,George R.R. Martin,2000.0,A Storm of Swords: Part 2 Blood and Gold,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng,4.56,54977,64173,1959,275,572,4041,17151,42134,https://images.gr-assets.com/books/1354567206m/147915.jpg,https://images.gr-assets.com/books/1354567206s/147915.jpg
1497,348573,348573,802336,90,152047379,9780152047380.0,"Mary Norton, Beth Krush, Joe Krush",1952.0,The Borrowers Afield,"The Borrowers (The Borrowers, #1)",,4.02,74820,77076,1403,923,3165,17625,26927,28436,https://images.gr-assets.com/books/1308945559m/348573.jpg,https://images.gr-assets.com/books/1308945559s/348573.jpg
1498,11602,11602,3166850,112,340818670,9780340818670.0,Stephen King,1999.0,Hearts in Atlantis,Hearts in Atlantis,eng,3.8,65063,70886,1588,1268,5421,19496,24725,19976,https://images.gr-assets.com/books/1374048926m/11602.jpg,https://images.gr-assets.com/books/1374048926s/11602.jpg
1499,28587957,28587957,45950662,46,345544951,9780345544960.0,Jodi Picoult,2016.0,,Small Great Things,eng,4.35,73745,97404,11839,1035,2060,9633,33373,51303,https://images.gr-assets.com/books/1468057481m/28587957.jpg,https://images.gr-assets.com/books/1468057481s/28587957.jpg
1500,11298,11298,2057170,146,037571894X,9780375718950.0,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg
1501,252499,252499,1024199,61,743246071,9780743246070.0,Philippa Gregory,2003.0,The Queen's Fool,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504,74843,2884,859,4137,21150,29517,19180,https://images.gr-assets.com/books/1399204116m/252499.jpg,https://images.gr-assets.com/books/1399204116s/252499.jpg
1502,12812550,12812550,17961723,66,316133973,9780316133980.0,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746,99031,10724,1604,3200,13879,34953,45395,https://images.gr-assets.com/books/1461353798m/12812550.jpg,https://images.gr-assets.com/books/1461353798s/12812550.jpg
1503,8682,8682,1105831,31,1842430351,9781842430350.0,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277,55296,3099,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1504,144350,144350,6627896,61,399244573,9780399244580.0,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)","The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,66668,1603,594,1365,8641,21627,34441,https://images.gr-assets.com/books/1294443954m/144350.jpg,https://images.gr-assets.com/books/1294443954s/144350.jpg
1505,10576365,10576365,15483434,41,1423157370,9781423157370.0,Alexandra Bracken,2012.0,The Darkest Minds,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886,90772,11330,1380,3193,11844,28768,45587,https://images.gr-assets.com/books/1343178841m/10576365.jpg,https://images.gr-assets.com/books/1343178841s/10576365.jpg
1506,1427,1427,3341790,154,60832819,9780060832810.0,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921,56047,2731,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg,https://images.gr-assets.com/books/1493044059s/1427.jpg
1507,1134122,1134122,1121350,116,1416560610,9781416560620.0,Norman Vincent Peale,1952.0,The Power of Positive Thinking,The Power of Positive Thinking,eng,4.08,52704,54516,838,1265,2426,10192,17315,23318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1508,23346377,23346377,42905101,58,1846558913,9781846558920.0,Ruth Ware,2015.0,"In a Dark, Dark Wood ","In a Dark, Dark Wood",eng,3.65,67344,84171,9107,1904,6968,26321,32390,16588,https://images.gr-assets.com/books/1429521615m/23346377.jpg,https://images.gr-assets.com/books/1429521615s/23346377.jpg
1509,17728,17728,1652564,602,1844082938,9781844082930.0,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611,67714,3489,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg,https://images.gr-assets.com/books/1328729186s/17728.jpg
1510,2454986,2454986,2462181,22,345501330,9780345501330.0,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477,66294,667,1092,2055,7476,14494,41177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1511,21535271,21535271,40864254,56,756410436,9780756410440.0,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,57716,70650,7633,2506,5300,14205,22248,26391,https://images.gr-assets.com/books/1398466695m/21535271.jpg,https://images.gr-assets.com/books/1398466695s/21535271.jpg
1512,18478222,18478222,160246,749,,9780989794800.0,Solomon Northup,1853.0,Twelve Years a Slave,Twelve Years a Slave,eng,4.15,39758,64894,4918,1035,2266,10046,23893,27654,https://images.gr-assets.com/books/1378793462m/18478222.jpg,https://images.gr-assets.com/books/1378793462s/18478222.jpg
1513,7046495,7046495,7370233,46,451229851,9780451229850.0,J.R. Ward,2010.0,"Lover Avenged, part one","Lover Mine (Black Dagger Brotherhood, #8)",eng,4.41,82824,90079,3872,616,1846,9925,25598,52094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1514,17780,17780,1640941,86,141001828,9780141001820.0,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg
1515,81227,81227,1133588,57,743289684,9780743289690.0,Ayaan Hirsi Ali,2006.0,Infidel,Infidel,eng,4.2,58432,62162,5662,1168,1891,8759,22116,28228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1516,242472,242472,2157806,103,1400063515,9781400063510.0,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,58766,3368,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1517,13281368,13281368,14373498,75,345504984,9780345504980.0,Justin Cronin,2012.0,The Twelve,"The Twelve (The Passage, #2)",eng,3.98,56756,67607,6682,660,2845,14411,28633,21058,https://images.gr-assets.com/books/1331230956m/13281368.jpg,https://images.gr-assets.com/books/1331230956s/13281368.jpg
1518,17125,17125,838042,264,374529523,9780374529530.0,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg
1519,827,827,2181158,58,553380966,9780553380960.0,Neal Stephenson,1995.0,The Diamond Age,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836,66621,2821,602,2255,10287,24102,29375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1520,164154,164154,250975,118,60892994,9780060893000.0,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,A Canticle for Leibowitz,eng,3.97,66721,71988,3596,1579,4264,14698,25329,26118,https://images.gr-assets.com/books/1450516880m/164154.jpg,https://images.gr-assets.com/books/1450516880s/164154.jpg
1521,7728,7728,1052210,423,1580493882,9781580493890.0,"Sophocles, J.E. Thomas",-441.0,Ἀντιγόνη,"Antigone (The Theban Plays, #3)",eng,3.6,67608,78535,1893,1881,8279,25895,25697,16783,https://images.gr-assets.com/books/1486701308m/7728.jpg,https://images.gr-assets.com/books/1486701308s/7728.jpg
1522,4954833,4954833,5020624,86,1439138311,9781439138310.0,Colm Tóibín,2009.0,Brooklyn,Brooklyn,eng,3.63,55459,67822,8669,1042,5940,21904,27255,11681,https://images.gr-assets.com/books/1489957005m/4954833.jpg,https://images.gr-assets.com/books/1489957005s/4954833.jpg
1523,8525590,8525590,13392566,44,1442409053,9781442409060.0,Lauren DeStefano,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776,88657,7886,3105,7449,20924,28676,28503,https://images.gr-assets.com/books/1341532430m/8525590.jpg,https://images.gr-assets.com/books/1341532430s/8525590.jpg
1524,27161156,27161156,47200486,30,62300547,9780062300550.0,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737,105770,13146,1429,4680,21299,44927,33435,https://images.gr-assets.com/books/1463569814m/27161156.jpg,https://images.gr-assets.com/books/1463569814s/27161156.jpg
1525,113435,113435,195579,55,312864590,9780312864590.0,Robert Jordan,2003.0,Crossroads of Twilight,"Crossroads of Twilight (Wheel of Time, #10)",en-US,3.82,61361,68479,1599,2097,5975,16531,21644,22232,https://images.gr-assets.com/books/1408325146m/113435.jpg,https://images.gr-assets.com/books/1408325146s/113435.jpg
1526,35220,35220,2314709,800,1580495869,9781580495870.0,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448,74975,2825,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg,https://images.gr-assets.com/books/1327936136s/35220.jpg
1527,21413662,21413662,40714465,59,544272994,9780544273000.0,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,71829,5437,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg,https://images.gr-assets.com/books/1451351509s/21413662.jpg
1528,55399,55399,2646042,64,765348780,9780765348780.0,Steven Erikson,1999.0,Gardens of the Moon,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng,3.85,57993,64654,3720,2616,4780,13280,22849,21129,https://images.gr-assets.com/books/1355144064m/55399.jpg,https://images.gr-assets.com/books/1355144064s/55399.jpg
1529,816720,816720,13855759,133,7251866,9780007251860.0,Paulo Coelho,2006.0,A Bruxa de Portobello,The Witch Of Portobello,eng,3.51,51461,58074,3181,2660,7458,18085,17116,12755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1530,77276,77276,1196024,20,440401585,9780440401580.0,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851,80918,1477,891,2666,15130,28633,33598,https://images.gr-assets.com/books/1327465278m/77276.jpg,https://images.gr-assets.com/books/1327465278s/77276.jpg
1531,262430,262430,524491,75,043977134X,9780439771340.0,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,72486,5376,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1532,8554005,8554005,10809193,52,1439102724,9781439102720.0,Jodi Picoult,2011.0,Sing You Home,Sing You Home,en-US,3.76,62494,68347,6241,1770,5345,18571,24791,17870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1533,31336,31336,2925924,65,345419634,9780345419640.0,Anne Rice,1992.0,The Tale of the Body Thief,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US,3.7,67267,71768,1161,1427,6552,22211,23262,18316,https://images.gr-assets.com/books/1361577271m/31336.jpg,https://images.gr-assets.com/books/1361577271s/31336.jpg
1534,15158,15158,2571396,90,446615625,9780446615620.0,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1535,33676,33676,940067,73,316155608,9780316155600.0,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1536,43892,43892,3109672,57,812551478,9780812551470.0,Terry Goodkind,1996.0,Blood of the Fold,"Blood of the Fold (Sword of Truth, #3)",en-US,3.98,60624,64653,958,1009,3226,14259,23434,22725,https://images.gr-assets.com/books/1443563626m/43892.jpg,https://images.gr-assets.com/books/1443563626s/43892.jpg
1537,16180,16180,816515,76,743272501,9780743272510.0,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,71070,3967,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1538,22501028,22501028,41711673,47,385683421,9780385683420.0,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339,60334,7715,2302,7578,21930,20780,7744,https://images.gr-assets.com/books/1451435883m/22501028.jpg,https://images.gr-assets.com/books/1451435883s/22501028.jpg
1539,30555488,30555488,48287641,48,385542364,9780385542360.0,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052,92096,11045,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg,https://images.gr-assets.com/books/1493178362s/30555488.jpg
1540,106085,106085,1319792,39,786838930,9780786838940.0,Melissa de la Cruz,2007.0,Masquerade,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598,79673,2045,1493,5298,19716,25177,27989,https://images.gr-assets.com/books/1322287499m/106085.jpg,https://images.gr-assets.com/books/1322287499s/106085.jpg
1541,8685612,8685612,7030253,35,373210183,9780373210180.0,Julie Kagawa,2011.0,The Iron Queen,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373,85131,4580,1217,2819,12701,25786,42608,https://images.gr-assets.com/books/1321070331m/8685612.jpg,https://images.gr-assets.com/books/1321070331s/8685612.jpg
1542,16034964,16034964,21807237,41,988393506,9780988393510.0,Cora Carmack,2012.0,Losing It,"Losing It (Losing It, #1)",eng,3.77,84438,91275,6615,2396,7028,24581,32744,24526,https://images.gr-assets.com/books/1348459319m/16034964.jpg,https://images.gr-assets.com/books/1348459319s/16034964.jpg
1543,13573236,13573236,19153727,87,385535144,9780385535140.0,John Grisham,2012.0,The Racketeer,The Racketeer,,3.79,48286,66645,6871,939,4252,18459,27477,15518,https://images.gr-assets.com/books/1344371438m/13573236.jpg,https://images.gr-assets.com/books/1344371438s/13573236.jpg
1544,6192,6192,1882981,126,143036378,9780143036370.0,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422,62387,4573,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1545,776407,776407,3244521,146,525444440,9780525444440.0,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,71538,866,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg,https://images.gr-assets.com/books/1348195621s/776407.jpg
1546,7165300,7165300,7534979,42,316075558,9780316075560.0,Brent Weeks,2010.0,The Black Prism,"The Black Prism (Lightbringer, #1)",en-US,4.24,58906,65873,3022,827,2039,8245,24370,30392,https://images.gr-assets.com/books/1327921884m/7165300.jpg,https://images.gr-assets.com/books/1327921884s/7165300.jpg
1547,6976,6976,1408375,48,143036696,9780143036690.0,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg
1548,537296,537296,1231880,49,64440206,9780064440200.0,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119,70705,1010,1041,2915,12966,19278,34505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1549,324277,324277,984147,56,64410129,9780064410120.0,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,86894,1710,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1550,6574102,6574102,6767235,42,1423116399,9781423116390.0,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834,78149,4814,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg,https://images.gr-assets.com/books/1359254479s/6574102.jpg
1551,29437949,29437949,45981530,62,1250121000,9781250121000.0,B.A. Paris,2016.0,Behind Closed Doors,Behind Closed Doors,eng,3.93,57865,102851,12159,2944,6308,20514,37908,35177,https://images.gr-assets.com/books/1458854462m/29437949.jpg,https://images.gr-assets.com/books/1458854462s/29437949.jpg
1552,682804,682804,1044737,64,345348109,9780345348100.0,Michael Shaara,1974.0,The Killer Angels,"The Killer Angels (The Civil War Trilogy, #2)",en-US,4.3,58372,62781,4020,715,1727,7747,20361,32231,https://images.gr-assets.com/books/1355371689m/682804.jpg,https://images.gr-assets.com/books/1355371689s/682804.jpg
1553,30274,30274,1736002,51,425201392,9780425201400.0,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)","Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,80454,1373,780,2522,14606,27469,35077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1554,59264,59264,3736193,70,786818611,9780786818620.0,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,68833,1783,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1555,29981,29981,68894,680,553214322,9780553214320.0,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346,70563,2767,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1556,13362536,13362536,18591132,42,1620610094,9781620610090.0,Jennifer L. Armentrout,2012.0,Opal,"Opal (Lux, #3)",,4.34,92014,98068,8330,1079,2588,11790,28917,53694,https://images.gr-assets.com/books/1348200300m/13362536.jpg,https://images.gr-assets.com/books/1348200300s/13362536.jpg
1557,6512154,6512154,6703901,54,1934781630,9781934781630.0,Dave Eggers,2008.0,Zeitoun,Zeitoun,,4.08,55398,60136,7088,760,2129,10245,25365,21637,https://images.gr-assets.com/books/1296580156m/6512154.jpg,https://images.gr-assets.com/books/1296580156s/6512154.jpg
1558,6609765,6609765,6803732,41,141697170X,9781416971700.0,Sharon M. Draper,2010.0,Out of My Mind,Out of My Mind,en-US,4.37,63756,69573,10058,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1559,12716010,12716010,14103064,59,,,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360,84367,5182,2222,5420,16312,24191,36222,https://images.gr-assets.com/books/1362339818m/12716010.jpg,https://images.gr-assets.com/books/1362339818s/12716010.jpg
1560,8564935,12180581,13433455,68,1453688935,9781453688940.0,Amanda Hocking,2010.0,Switched,"Switched (Trylle, #1)",eng,3.89,45319,80719,6341,2318,5578,18540,26661,27622,https://images.gr-assets.com/books/1288828865m/8564935.jpg,https://images.gr-assets.com/books/1288828865s/8564935.jpg
1561,130440,130440,3288400,330,679774386,9780679774390.0,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,66174,2162,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg
1562,22609310,34324605,42099145,28,1476791457,9781476791460.0,Colleen Hoover,2015.0,,Confess,en-GB,4.25,72611,86860,11682,1122,2934,12186,27722,42896,https://images.gr-assets.com/books/1412280173m/22609310.jpg,https://images.gr-assets.com/books/1412280173s/22609310.jpg
1563,15034320,15096164,20688937,62,1469216000,9781469216000.0,Blake Crouch,2012.0,Pines,"Pines (Wayward Pines, #1)",,3.88,34789,62057,5356,1420,3550,13928,25010,18149,https://images.gr-assets.com/books/1350740525m/15034320.jpg,https://images.gr-assets.com/books/1350740525s/15034320.jpg
1564,7675,7675,1511269,83,99303744,9780099303750.0,Michael Crichton,1994.0,Disclosure,Disclosure,,3.76,57818,60056,710,924,4157,18087,22292,14596,https://images.gr-assets.com/books/1398678136m/7675.jpg,https://images.gr-assets.com/books/1398678136s/7675.jpg
1565,12875355,12875355,17822238,79,307959856,9780307959850.0,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906,74781,8645,5576,13652,25738,19180,10635,https://images.gr-assets.com/books/1318936579m/12875355.jpg,https://images.gr-assets.com/books/1318936579s/12875355.jpg
1566,5246,5246,132919,529,142437808,9780142437800.0,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421,81757,4204,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg
1567,5205,5205,3046634,30,385720106,9780385720110.0,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1568,27362503,27362503,43940889,19,,,Colleen Hoover,2016.0,It Ends with Us,It Ends with Us,eng,4.44,80433,94915,15878,1172,2155,8566,24847,58175,https://images.gr-assets.com/books/1470427482m/27362503.jpg,https://images.gr-assets.com/books/1470427482s/27362503.jpg
1569,143534,143534,171430,2,141693586X,9781416935860.0,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1570,7442,7442,208153,45,553380648,9780553380640.0,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,en-US,3.92,54848,58254,1529,982,3287,13596,21988,18401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1571,7437,7437,4055,139,802140181,9780802140180.0,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473,61769,2759,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1572,25100,25100,2371237,50,156389226X,9781563892260.0,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,The Sandman: Dream Country,Dream Country (The Sandman #3),eng,4.28,67753,73932,1407,1786,1814,9096,22186,39050,https://images.gr-assets.com/books/1402485052m/25100.jpg,https://images.gr-assets.com/books/1402485052s/25100.jpg
1573,5360,5360,1125216,95,385337930,9780385337940.0,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1574,18423,18423,817527,127,441007317,9780441007320.0,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,The Left Hand of Darkness,eng,4.05,61888,72176,4708,1170,3497,13266,26812,27431,https://images.gr-assets.com/books/1488213612m/18423.jpg,https://images.gr-assets.com/books/1488213612s/18423.jpg
1575,3213286,33290383,3247053,77,142412147,9780142412140.0,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,Let It Snow: Three Holiday Romances,eng,3.84,57632,76517,7640,1110,4837,20638,28643,21289,https://images.gr-assets.com/books/1489409554m/3213286.jpg,https://images.gr-assets.com/books/1489409554s/3213286.jpg
